_id,accepted_answer_id,answer_count,comment_count,creation_date,favorite_count,id,last_activity_date,last_editor_user_id,owner_user_id,post_type_id,score,tags,title,view_count
614ca7916378ff93c07f354d,5778852,4,0,2011-04-25T04:24:14.107Z,NaN,5775149,2011-04-26T02:32:33.340Z,91,91,1,3,.net|f#,Can F# force a parameter to be byte[8]?,238
614ca7916378ff93c07f354e,NaN,5,0,2011-05-24T21:06:16.423Z,8,6116883,2020-07-14T06:08:12.670Z,NaN,91,1,23,javascript|security|encryption|encryption-asymmetric|public-key-encryption,Are there any asymmetric encryption options for JavaScript?,17631
614ca7916378ff93c07f354f,6298946,5,0,2011-06-09T20:26:54.000Z,4,6298830,2019-11-11T08:38:07.097Z,-1,91,1,30,.net|asp.net|assemblies,Force load an assembly from the /bin and not the GAC?,20600
614ca7916378ff93c07f3550,25757942,1,4,2014-09-10T05:24:58.227Z,1,25757875,2014-09-10T05:45:49.167Z,NaN,91,1,6,c++|exception|c++11,How to properly create a custom exception with a message?,2894
614ca7916378ff93c07f3551,21569373,2,0,2014-02-05T04:18:04.567Z,2,21568552,2014-05-07T18:43:13.210Z,NaN,91,1,9,assembly|6502|c64,Can I turn this into a loop through some 16-Bit Magic?,1372
614ca7916378ff93c07f3552,21542467,2,5,2014-02-04T02:54:32.220Z,1,21542144,2014-02-04T03:40:16.067Z,NaN,91,1,5,c#|.net|arrays|algorithm|tetris,Naive Gravity for Tetris game using 2D Array for the playfield,666
614ca7916378ff93c07f3553,NaN,1,5,2018-02-06T19:15:34.860Z,5,48650348,2019-07-25T13:20:36.923Z,NaN,91,1,9,.net|.net-core|.net-core-2.0,additionalProbingPaths not respected after dotnet publish?,2757
614ca7916378ff93c07f3554,NaN,0,5,2018-02-05T03:34:45.343Z,NaN,48615537,2018-02-05T04:17:24.573Z,91,91,1,2,c#|.net|x509|.net-standard,Is there a 100% managed way to create an X509 certificate?,491
614ca7916378ff93c07f3555,53861192,1,2,2018-12-19T23:38:39.727Z,1,53860651,2018-12-20T01:04:25.030Z,NaN,91,1,7,typescript,"Are there TypeScript-only comments that don't get written into the .js?",259
614ca7916378ff93c07f3556,53964041,1,5,2018-12-28T14:40:13.320Z,NaN,53960223,2018-12-28T23:28:32.910Z,1226963,91,1,0,macos|appkit|foundation,I want to require a password when opening/creating a NSDocument. Where to put the prompt?,127
614ca7916378ff93c07f3557,NaN,1,5,2012-09-22T00:54:00.183Z,1,12539806,2012-09-25T09:29:03.680Z,NaN,91,1,1,.net|wcf|x509certificate|ntlm,WCF with NTLM over HTTPS and Certificates for the Message?,2315
614ca7916378ff93c07f3558,NaN,1,3,2012-09-16T03:25:28.323Z,1,12444230,2012-09-16T03:45:44.197Z,NaN,91,1,3,.net|windows-7|microsoft-metro,Are there UI toolkits for Metro apps in Windows 7?,271
614ca7916378ff93c07f3559,10441494,1,2,2012-05-04T01:16:25.027Z,NaN,10441459,2012-05-04T01:24:59.263Z,2598,91,1,1,java|spring|spring-mvc,"Can I have multiple URLs map to an Action, changing a boolean parameter?",136
614ca7916378ff93c07f355a,10405614,2,2,2012-05-01T23:02:11.163Z,1,10405583,2012-05-01T23:47:34.903Z,NaN,91,1,4,java|generics,Cannot convert X to T even though X should match T?,1675
614ca7916378ff93c07f355b,10441478,1,0,2012-05-04T01:08:35.123Z,1,10441413,2012-05-04T01:25:10.540Z,NaN,91,1,13,java|spring|spring-mvc,Can I override the @RequestMapping on a type for a method?,6878
614ca7916378ff93c07f355c,22586929,1,1,2014-03-18T21:17:56.750Z,1,22491249,2014-03-23T04:01:47.083Z,NaN,91,1,4,security|oauth,What is the idea behind hashing the QueryString in OAuth?,60
614ca7916378ff93c07f355d,NaN,1,2,2011-11-29T18:53:28.947Z,NaN,8316132,2013-06-26T06:10:38.367Z,NaN,91,1,3,asp.net|.net|profiling,Remote profiling ASP.net Applications?,1394
614ca7916378ff93c07f355e,7801124,2,0,2011-10-17T23:39:13.297Z,NaN,7800882,2011-10-18T15:37:18.693Z,NaN,91,1,2,c#|.net|unity-container,Unity RegisterType for a constructor that takes services itself,591
614ca7916378ff93c07f355f,8241323,2,2,2011-11-23T11:14:20.647Z,NaN,8241223,2011-11-23T11:32:52.503Z,NaN,91,1,3,.net|linq-to-sql,Getting Query vs Mapping Speed from LinqToSql?,46
614ca7916378ff93c07f3560,7923247,2,2,2011-10-27T22:33:29.127Z,NaN,7923234,2011-11-01T10:31:56.057Z,NaN,91,1,4,tfs|staging,What are some strategies to stage commits with TFS?,640
614ca7916378ff93c07f3561,NaN,2,0,2011-11-12T08:21:29.670Z,4,8103384,2011-11-12T09:06:40.190Z,-1,91,1,8,.net|linq-to-sql|repository-pattern,How does the Repository Pattern work if Entities are related to each other?,1850
614ca7916378ff93c07f3562,7913180,6,0,2011-10-24T05:46:08.673Z,14,7871702,2021-01-29T14:03:36.617Z,NaN,91,1,63,macos|binary|diff,Is there any graphical Binary Diff tool for Mac OS X?,53075
614ca7916378ff93c07f3563,9776144,1,5,2012-03-19T17:45:26.000Z,1,9775143,2012-03-19T19:11:49.997Z,NaN,91,1,3,java|solr,How to create a composite Key Field in Apache Solr?,3740
614ca7916378ff93c07f3564,NaN,1,0,2011-08-11T00:44:54.487Z,NaN,7019630,2011-08-11T00:53:59.893Z,NaN,91,1,1,javascript|firefox|google-chrome|timeline,JavaScript Timeline in Chrome and Firefox?,1001
614ca7916378ff93c07f3565,NaN,1,1,2011-06-28T17:53:23.023Z,NaN,6510927,2011-06-28T23:45:50.830Z,91,91,1,5,.net|configuration|web-config|app-config,Creating a System.Configuration.Configuration by merging two config files?,617
614ca7916378ff93c07f3566,6745494,1,3,2011-07-18T20:14:49.570Z,4,6738846,2011-07-19T10:23:08.823Z,NaN,91,1,11,javascript|html|ios|ipad,Open the Keyboard of an iPad through JavaScript on a non-text field?,8013
614ca7916378ff93c07f3567,6586964,2,0,2011-07-05T18:06:32.037Z,NaN,6586921,2011-07-05T18:17:26.963Z,NaN,91,1,0,css,Is it possible to remove a filter from a CSS file on an overriden CSS file?,85
614ca7916378ff93c07f3568,6729066,2,10,2011-07-08T00:23:13.247Z,1,6618661,2020-01-02T15:52:10.293Z,11383441,91,1,10,c#|.net|sharepoint|sharepoint-2010,How to properly call an external WCF Service from SharePoint 2010?,2486
614ca7916378ff93c07f3569,6446776,3,0,2011-06-22T20:55:38.153Z,NaN,6446458,2012-08-30T12:36:34.457Z,NaN,91,1,2,.net|visual-studio-2010|t4,Can I use T4 to write raw bytes into the output?,534
614ca7916378ff93c07f356a,NaN,3,5,2011-08-09T22:14:21.403Z,1,7003676,2011-08-10T12:27:23.510Z,106207,91,1,3,c#|.net|message-queue|rabbitmq|amqp,Embeddable Queues?,1315
614ca7916378ff93c07f356b,NaN,6,0,2011-07-21T19:17:40.943Z,NaN,6781478,2011-07-21T20:08:22.953Z,91,91,1,3,c#|.net|reflection,Setting Values on a derived class from the base class constructor using Reflection,4456
614ca7916378ff93c07f356c,4914187,1,0,2011-02-06T12:53:24.717Z,NaN,4913408,2011-02-06T15:28:18.483Z,NaN,91,1,0,objective-c|ios|airplay,Can I enable my App for AirPlay?,2227
614ca7916378ff93c07f356d,5410021,1,4,2011-03-23T18:17:19.137Z,NaN,5409770,2011-03-23T18:41:08.770Z,NaN,91,1,0,.net|cil|dynamic-language-runtime,What changes were made to the CLR to support dynamic?,135
614ca7916378ff93c07f356e,5087749,1,0,2011-02-18T19:17:46.297Z,NaN,5045568,2017-05-07T05:17:04.743Z,2449905,91,1,1,.net|wcf|visual-studio-2010|atom-feed,Is there a .net 4/Visual Studio 2010 version of the Atom Publishing Template,119
614ca7916378ff93c07f356f,NaN,1,2,2011-03-01T21:55:19.303Z,4,5160860,2011-03-04T20:56:08.893Z,NaN,91,1,4,.net|asp.net-mvc|asp.net-mvc-3|routing|asp.net-mvc-routing,"Route that matches another route, ignoring HttpMethodConstraint?",1011
614ca7916378ff93c07f3570,5149547,1,3,2011-03-01T01:03:27.140Z,0,5149426,2017-05-07T14:03:32.617Z,2449905,91,1,7,.net|atom-feed|syndication-feed,Adding Namespaces to a SyndicationFeed rather than Individual Elements?,2587
614ca7916378ff93c07f3571,5265880,1,0,2011-03-10T20:59:19.720Z,9,5265841,2013-11-28T10:19:19.287Z,NaN,91,1,29,c#|.net|.net-4.0|transactions|system.transactions,How to create a class that works with TransactionScope?,8099
614ca7916378ff93c07f3572,5360407,2,0,2011-03-19T05:37:23.917Z,NaN,5360362,2011-03-19T06:04:02.837Z,NaN,91,1,0,.net|iis-7|web-config,Multiple external files in web.config?,1538
614ca7916378ff93c07f3573,NaN,2,0,2011-03-30T00:37:48.617Z,NaN,5480616,2011-03-30T08:14:32.820Z,NaN,91,1,0,uml,Diagram Type for Service Connections?,106
614ca7916378ff93c07f3574,5958064,2,0,2011-03-23T08:46:46.880Z,NaN,5402699,2014-09-04T22:23:38.793Z,64046,91,1,2,.net|cil|base-class-library|cls-compliant,How does the BCL relate to the CLS?,211
614ca7916378ff93c07f3575,5572775,3,1,2011-03-27T04:52:46.693Z,NaN,5447317,2011-04-06T20:51:03.943Z,NaN,91,1,3,.net|asp.net|sharepoint|caching|sharepoint-2010,SPCache vs. HttpRuntime.Cache,2302
614ca7916378ff93c07f3576,5545176,6,1,2011-04-04T22:29:31.523Z,2,5545058,2021-08-27T08:06:21.343Z,NaN,91,1,39,.net|visual-studio|visual-studio-2010|t4,Syntax Highlighting for .tt files?,19297
614ca7916378ff93c07f3577,5493616,16,1,2011-03-30T23:03:11.857Z,105,5493510,2021-05-07T09:15:33.753Z,542251,91,1,276,sql-server|csv|tsql|split,Turning a Comma Separated string into individual rows,550202
614ca7916378ff93c07f3578,4565209,1,0,2010-12-30T14:49:57.620Z,1,4563537,2010-12-30T18:31:46.860Z,NaN,91,1,4,ruby-on-rails|ruby|ruby-on-rails-3,Rendering another Action without changing URL?,3605
614ca7916378ff93c07f3579,4539057,2,2,2010-12-27T13:28:32.377Z,NaN,4539006,2010-12-27T13:36:30.137Z,NaN,91,1,0,c#|.net|linq|iqueryable,What do I need to access my own Database?,97
614ca7916378ff93c07f357a,5087724,2,5,2011-01-06T00:36:52.593Z,1,4610733,2011-02-23T06:27:41.367Z,91,91,1,2,.net|web-config,Script-Based Configuration in .net?,283
614ca7916378ff93c07f357b,5011833,2,0,2011-01-23T01:38:12.677Z,NaN,4771772,2011-10-05T10:45:33.380Z,445543,91,1,2,.net|cil|il,Injecting IL into strongly named Assembly?,254
614ca7916378ff93c07f357c,4371670,2,0,2010-12-06T22:06:27.913Z,1,4371423,2010-12-06T22:41:33.687Z,91,91,1,5,.net|tsql,Ordering a Linked List-Structure in a SQL or LINQ Query?,1096
614ca7916378ff93c07f357d,4454523,2,0,2010-12-15T20:21:01.470Z,1,4454493,2010-12-15T20:30:07.053Z,NaN,91,1,11,c#|.net|linq-to-sql,"Avoid ""Nullable object must have a value."" in Linq-To-Sql",14478
614ca7916378ff93c07f357e,4089942,3,1,2010-11-03T17:19:15.303Z,NaN,4089718,2010-11-03T17:47:05.923Z,NaN,91,1,2,javascript|jquery,Only register a function with an event once?,264
614ca7916378ff93c07f357f,4788259,3,2,2011-01-24T23:03:11.067Z,3,4788227,2013-02-26T03:45:30.030Z,NaN,91,1,16,c#|.net|sorting|numbers,"Sorting a List of Strings numerically (1,2,...,9,10 instead of 1,10,2)",27722
614ca7916378ff93c07f3580,4300002,4,0,2010-11-29T00:26:12.820Z,1,4299979,2017-01-23T13:29:47.833Z,91,91,1,10,c#|.net|linq|linq-to-sql,String.Split in a Linq-To-SQL Query?,15726
614ca7916378ff93c07f3581,4562825,4,1,2010-12-30T12:42:58.380Z,4,4562677,2016-06-07T00:01:41.680Z,NaN,91,1,11,ruby-on-rails|activerecord|ruby-on-rails-3,Passing additional parameters to Rails Generate Model?,10425
614ca7916378ff93c07f3582,14893974,5,5,2011-01-01T21:56:28.007Z,7,4575967,2020-02-26T08:46:32.437Z,219519,91,1,31,html|date|seo|meta-tags,Is there a standardized (meta?) tag for the date of a website?,16417
614ca7916378ff93c07f3583,4553019,6,5,2010-12-29T08:51:56.550Z,2,4552670,2015-12-30T16:11:33.783Z,91,91,1,18,c#|.net|exception-handling,Is there any real world reason to use throw ex?,1956
614ca7916378ff93c07f3584,3843844,1,0,2010-10-02T00:05:50.233Z,NaN,3843780,2015-04-03T00:05:01.507Z,63550,91,1,3,.net|debugging|visual-studio-2010,Watching the .NET stack or CIL during Visual Studio 2010 debugging?,927
614ca7916378ff93c07f3585,4046418,1,1,2010-10-28T19:13:04.813Z,2,4046386,2010-10-28T19:25:33.637Z,91,91,1,3,jquery,jQuery Plugin Options: Extend before or inside this.each block?,309
614ca7916378ff93c07f3586,3436272,1,1,2010-07-30T21:55:34.733Z,4,3375643,2010-08-11T19:45:15.533Z,NaN,91,1,5,.net|wcf|sharepoint|sharepoint-2010,MultipleBaseAddressBasicHttpBindingServiceHostFactory or WebScriptServiceHostFactory for SharePoint 2010 Web Service?,3119
614ca7916378ff93c07f3587,3328265,2,1,2010-07-25T06:08:39.757Z,NaN,3328253,2010-07-25T06:18:32.660Z,NaN,91,1,1,objective-c,Do I need to Subclass from NSObject?,190
614ca7916378ff93c07f3588,3402420,2,3,2010-08-04T03:17:39.920Z,1,3402340,2010-10-31T19:28:20.693Z,NaN,91,1,1,.net|authentication|iis-7|windows-authentication|ntlm,How to write an NTLM Authentication Module?,1527
614ca7916378ff93c07f3589,3964898,2,0,2010-10-19T02:17:04.237Z,NaN,3964888,2010-10-19T02:19:35.367Z,NaN,91,1,1,internet-explorer|firefox|dom|google-chrome,"Record what I'm doing in Firefox, Chrome or IE8/9?",173
614ca7916378ff93c07f358a,3268736,2,3,2010-07-16T20:06:07.867Z,2,3268483,2014-04-10T21:21:16.187Z,91,91,1,3,.net|visual-studio-2010|debugging|remoting,Getting running Visual Studio 2010 instances and programmatically attaching to a process?,1889
614ca7916378ff93c07f358b,NaN,2,0,2010-07-25T07:32:47.040Z,4,3328416,2010-07-25T19:45:11.700Z,NaN,91,1,4,objective-c|immutability,Immutable Object in Objective-C: Big init method?,2626
614ca7916378ff93c07f358c,NaN,2,0,2010-10-20T21:46:03.370Z,4,3982608,2014-12-23T12:50:35.850Z,20938,91,1,24,c#|javascript|.net|regex,Differences between C# and JavaScript Regular Expressions?,15205
614ca7916378ff93c07f358d,3328582,3,1,2010-07-25T08:30:59.547Z,NaN,3328547,2010-07-25T08:47:16.413Z,NaN,91,1,0,objective-c|memory-management,How do I know if I need to alloc and if I need to release?,236
614ca7916378ff93c07f358e,3973915,3,0,2010-10-20T00:29:59.303Z,NaN,3973909,2010-10-20T00:38:30.030Z,NaN,91,1,1,jquery|dom,Selecting an element after the currently matched Element with jQuery?,43
614ca7916378ff93c07f358f,3692949,3,5,2010-09-11T22:34:15.050Z,3,3692937,2010-09-12T22:16:18.923Z,33225,91,1,19,c#|.net|clr,Is a ret instruction required in .NET applications?,1219
614ca7916378ff93c07f3590,4017478,3,0,2010-10-25T17:46:06.293Z,29,4017344,2020-05-22T18:56:07.590Z,63550,91,1,38,security|session|encryption|https|cryptography,Is HTTPS the only defense against Session Hijacking in an open network?,18637
614ca7916378ff93c07f3591,3497116,4,0,2010-08-16T19:06:56.723Z,2,3496412,2010-08-20T11:50:47.163Z,NaN,91,1,2,java|.net|c++|cross-platform|browser,Embeddable Cross-Platform Web Browser?,712
614ca7916378ff93c07f3592,3693903,4,2,2010-09-12T05:41:05.617Z,NaN,3693897,2010-09-12T06:16:56.217Z,NaN,91,1,3,c++|objective-c|c|ipad|ios,OpenGL ES App on iPad/X-Platform: C++ or Objective-C?,1192
614ca7916378ff93c07f3593,NaN,5,0,2010-07-23T20:46:38.563Z,2,3322226,2010-07-23T23:31:05.597Z,NaN,91,1,0,c#|.net|asynchronous,How to call a method asynchronously? Do I have to create a class that derives from IAsyncResult?,338
614ca7916378ff93c07f3594,NaN,5,6,2010-10-26T17:49:27.077Z,7,4026413,2010-10-29T12:18:00.943Z,NaN,91,1,4,http|session|authentication,Is a Session-Less Design feasible?,6136
614ca7916378ff93c07f3595,3510665,5,6,2010-08-17T20:48:21.200Z,6,3506818,2010-08-18T12:30:08.663Z,NaN,91,1,14,c++,Object is already initialized on declaration?,5841
614ca7916378ff93c07f3596,3305064,6,0,2010-07-22T01:00:06.817Z,5,3305043,2015-02-09T15:40:00.560Z,NaN,91,1,20,ruby-on-rails|iis|iis-7|windows-server-2008,Ruby on Rails on IIS?,19888
614ca7916378ff93c07f3597,1920670,1,3,2009-12-17T06:24:44.950Z,NaN,1919841,2009-12-17T10:04:48.207Z,13302,91,1,0,.net|sql-server|nhibernate|linq-to-sql|subsonic,"Can NHibernate, Subsonic or L2S do Per-Entity Auto-Increment?",229
614ca7916378ff93c07f3598,2145129,1,0,2010-01-27T05:33:55.247Z,NaN,2144781,2010-01-27T07:27:56.560Z,NaN,91,1,0,.net|asp.net|sharepoint|sharepoint-2007|master-pages,Nested MasterPage in SharePoint not working,1311
614ca7916378ff93c07f3599,1968621,1,0,2009-12-28T08:54:28.063Z,NaN,1968592,2010-03-01T22:47:40.433Z,52502,91,1,1,.net|asp.net|web-config,Accessing an attribute on a configSection in a web.config?,1469
614ca7916378ff93c07f359a,2069876,1,0,2010-01-15T05:29:35.007Z,NaN,2069686,2011-09-16T16:47:55.550Z,305637,91,1,1,c#|wpf|xaml|binding|itemssource,WPF: Binding a ItemsSource to a Directory,1813
614ca7916378ff93c07f359b,1538730,1,0,2009-10-08T15:52:11.767Z,1,1538690,2009-10-08T16:54:41.280Z,NaN,91,1,2,javascript|jquery,JQuery hover only applies to the last element?,639
614ca7916378ff93c07f359c,1669089,1,1,2009-11-03T17:53:51.340Z,2,1669047,2015-10-09T00:09:39.000Z,91,91,1,2,c#|.net|outlook|exchange-server,Getting the Out of Office status programatically from Exchange or AD?,3417
614ca7916378ff93c07f359d,1931339,1,0,2009-12-18T23:31:23.053Z,1,1931288,2009-12-18T23:48:05.380Z,NaN,91,1,2,.net|asp.net,Magic QueryStrings - good patterns to avoid?,132
614ca7916378ff93c07f359e,2137247,1,0,2010-01-26T02:49:04.327Z,NaN,2137243,2010-01-26T03:28:23.097Z,-1,91,1,2,.net|asp.net|windows-server-2008-r2|server-core,What .net Features are *not* available on Windows 2008 R2 Server Core?,328
614ca7916378ff93c07f359f,1411432,1,0,2009-09-11T14:51:57.413Z,NaN,1411371,2009-09-11T15:00:11.370Z,NaN,91,1,4,c#|.net|regex|string|formatting,Getting the number of Format specifiers in a string?,426
614ca7916378ff93c07f35a0,1796686,1,0,2009-11-25T00:12:21.277Z,NaN,1793868,2009-11-25T12:42:32.853Z,NaN,91,1,4,c#|.net|active-directory|exchange-server,Programmatically create a Distribution Group in Active Directory,6138
